refugee_id,family_size,origin_country,primary_language,education_level,skill_type,years_experience,trauma_level,aid_dependency_ratio,has_family_network,preferred_cost_level,adaptability_index
351,5,Country_66,Dari,None,Teaching,22,1,0.78,1,Medium,0.93
352,7,Country_102,English,Primary,Healthcare,16,3,0.85,0,Medium,0.16
353,1,Country_8,English,Secondary,Teaching,18,2,0.09,1,Medium,0.18
354,1,Country_117,Urdu,Secondary,Healthcare,25,2,0.45,1,Low,0.46
355,7,Country_91,Swahili,Secondary,Engineering,5,3,0.45,1,Low,0.45
356,7,Country_92,Arabic,Master,Carpentry,8,1,0.72,1,Medium,0.9
357,1,Country_57,English,Master,Retail,8,1,0.02,0,Low,0.34
358,1,Country_18,Spanish,Secondary,Plumbing,18,1,0.57,1,Low,0.29
359,3,Country_12,English,Bachelor,Logistics,2,2,0.38,1,Medium,0.79
360,6,Country_96,Swahili,Bachelor,Carpentry,6,1,0.3,0,Medium,0.68
361,5,Country_95,Arabic,Primary,Retail,19,2,0.08,0,High,0.88
362,5,Country_14,Swahili,Master,Carpentry,24,1,0.02,0,Medium,0.28
363,3,Country_117,Arabic,Master,Teaching,6,1,0.7,1,Low,0.19
364,1,Country_51,Swahili,Primary,Construction,0,1,0.41,0,Low,0.59
365,3,Country_91,Spanish,None,Plumbing,7,3,0.13,0,High,0.5
366,8,Country_111,French,Primary,Construction,16,1,0.04,0,Medium,0.97
367,1,Country_82,English,Bachelor,IT,4,5,0.6,0,Low,0.67
368,1,Country_2,English,Master,Retail,21,2,0.89,0,Medium,0.74
369,1,Country_82,Dari,Master,Carpentry,14,5,0.75,1,Low,0.31
370,4,Country_61,Spanish,Secondary,Healthcare,7,4,0.37,1,High,0.61
371,8,Country_21,French,Bachelor,Engineering,10,2,0.46,1,Low,0.25
372,5,Country_13,Arabic,Master,Retail,9,5,0.86,0,Low,0.1
373,8,Country_12,Dari,Secondary,Plumbing,5,3,0.31,0,High,0.45
374,5,Country_61,Dari,Secondary,Retail,12,1,0.23,0,Medium,0.57
375,4,Country_49,Spanish,Bachelor,IT,5,4,0.88,1,Medium,0.19
376,3,Country_88,Swahili,Primary,Teaching,20,3,0.86,1,High,0.46
377,4,Country_71,French,Primary,Carpentry,24,5,0.6,1,High,0.84
378,2,Country_66,Arabic,Master,Carpentry,23,2,0.68,0,Low,0.92
379,6,Country_9,Swahili,Master,Carpentry,15,5,0.94,0,Low,0.59
380,2,Country_81,Arabic,Bachelor,IT,25,4,0.06,0,Low,0.77
381,3,Country_87,English,Master,Plumbing,10,4,0.23,1,Low,0.02
382,5,Country_112,Spanish,None,Plumbing,14,3,0.85,1,Low,0.19
383,8,Country_34,Swahili,None,Teaching,8,3,0.92,1,High,0.02
384,7,Country_39,French,Master,Retail,13,4,0.81,1,Low,0.64
385,4,Country_94,Spanish,Master,Teaching,2,4,0.82,0,High,0.27
386,4,Country_77,Urdu,Bachelor,Construction,9,1,0.71,1,High,0.48
387,6,Country_70,Urdu,Bachelor,Construction,7,5,0.99,1,Low,0.03
388,3,Country_91,Dari,None,Carpentry,21,2,0.53,1,High,0.25
389,1,Country_48,Spanish,Master,Construction,1,2,0.16,1,Medium,0.19
390,2,Country_36,Swahili,None,Logistics,0,1,0.82,1,Low,0.66
391,6,Country_92,Dari,None,Agriculture,5,1,0.45,0,High,0.64
392,4,Country_32,Swahili,None,Retail,18,5,0.82,0,Low,0.74
393,5,Country_3,Spanish,Primary,Healthcare,2,4,0.87,1,Medium,0.57
394,4,Country_15,Swahili,Bachelor,Construction,22,3,0.65,1,High,0.15
395,1,Country_40,Swahili,None,Logistics,25,2,0.57,1,Medium,0.04
396,8,Country_79,Arabic,None,Retail,4,1,0.28,0,Medium,0.07
397,7,Country_14,Spanish,Secondary,Logistics,13,1,0.09,0,High,0.24
398,5,Country_25,English,None,Retail,20,2,0.13,0,High,0.07
399,8,Country_115,French,Primary,Logistics,8,3,0.03,1,Low,0.72
400,4,Country_51,French,Secondary,Plumbing,2,3,0.04,1,High,0.69
401,6,Country_109,English,Bachelor,Carpentry,13,2,0.34,0,Low,0.8
402,1,Country_69,English,Primary,Carpentry,0,5,0.76,1,High,0.79
403,4,Country_69,English,Master,Engineering,23,2,0.58,1,Medium,0.32
404,4,Country_68,Urdu,Master,Carpentry,18,3,0.87,1,Medium,0.78
405,7,Country_65,Spanish,Master,Logistics,19,4,0.43,1,High,0.95
406,2,Country_85,English,Primary,Plumbing,19,2,0.38,1,Medium,0.83
407,2,Country_12,Arabic,Secondary,Healthcare,15,3,0.31,1,Low,0.47
408,2,Country_29,Spanish,Master,Engineering,16,1,0.15,0,Medium,0.16
409,6,Country_45,English,Secondary,Engineering,13,1,0.62,1,High,0.55
410,8,Country_9,Arabic,Master,Retail,4,3,0.63,0,Medium,1.0
411,3,Country_43,Urdu,Primary,Retail,16,5,0.59,1,Low,0.57
412,2,Country_53,French,Secondary,Teaching,4,5,0.69,1,High,0.37
413,4,Country_7,Urdu,Secondary,Teaching,3,2,0.68,0,Medium,0.95
414,2,Country_89,Arabic,Bachelor,Healthcare,11,5,0.8,1,High,0.97
415,6,Country_69,Arabic,Master,Plumbing,5,2,0.63,0,Medium,0.17
416,3,Country_17,Spanish,Secondary,Engineering,23,2,0.94,0,High,0.03
417,3,Country_110,Urdu,Master,Carpentry,7,5,0.68,1,High,0.3
418,5,Country_56,Dari,Primary,IT,20,4,0.95,1,High,0.51
419,7,Country_99,Swahili,Master,Agriculture,10,5,0.59,1,Low,0.66
420,1,Country_27,Dari,Primary,Teaching,3,2,0.43,1,High,0.98
421,2,Country_31,Urdu,Secondary,Plumbing,19,3,0.42,0,High,0.42
422,4,Country_46,Urdu,Primary,Healthcare,20,5,0.54,0,High,0.67
423,7,Country_4,Arabic,Secondary,Agriculture,1,4,0.72,0,High,0.86
424,4,Country_95,Dari,Primary,Construction,11,3,0.53,0,High,0.05
425,6,Country_30,Dari,Primary,Healthcare,9,1,0.82,0,Low,0.6
426,3,Country_85,Dari,Bachelor,Agriculture,19,2,0.37,0,Medium,0.25
427,4,Country_32,Urdu,None,Construction,1,5,0.73,1,Medium,0.24
428,1,Country_50,Spanish,Secondary,Engineering,14,5,0.74,0,Medium,0.24
429,4,Country_1,English,None,Carpentry,21,4,0.99,1,High,0.73
430,4,Country_96,Swahili,Secondary,Plumbing,23,5,0.94,1,Low,0.89
431,8,Country_52,French,None,Carpentry,21,2,0.98,1,High,0.7
432,3,Country_23,Arabic,Bachelor,Carpentry,3,3,0.53,0,Medium,0.72
433,8,Country_4,Swahili,Master,Carpentry,23,2,0.37,1,Low,0.7
434,1,Country_13,Arabic,Master,Construction,23,4,0.07,0,Low,0.43
435,6,Country_33,Spanish,Master,Plumbing,19,1,0.86,1,High,0.55
436,2,Country_66,Urdu,Bachelor,Construction,23,1,0.33,1,High,0.46
437,3,Country_23,Arabic,None,Construction,3,4,0.74,1,High,0.05
438,1,Country_109,English,Primary,Construction,6,5,0.03,0,High,0.41
439,7,Country_97,Arabic,Secondary,Healthcare,2,5,0.69,0,High,0.32
440,8,Country_88,English,Bachelor,IT,5,1,0.64,0,Low,0.24
441,5,Country_82,English,Secondary,Engineering,19,2,0.02,0,High,0.88
442,8,Country_100,French,Master,Retail,7,2,0.88,0,High,0.99
443,7,Country_71,Dari,Bachelor,Carpentry,3,5,0.11,1,Low,0.03
444,5,Country_10,Spanish,None,Construction,9,3,0.64,0,Low,0.61
445,5,Country_30,Swahili,Master,Engineering,12,3,0.9,0,Low,0.3
446,6,Country_14,Arabic,None,Construction,5,5,0.43,1,High,0.36
447,2,Country_104,Arabic,None,Carpentry,7,4,0.73,1,Medium,0.85
448,3,Country_81,Dari,None,Teaching,24,1,0.95,1,Medium,0.6
449,4,Country_5,English,Secondary,Retail,7,5,0.19,0,High,0.32
450,6,Country_84,English,None,Retail,15,2,0.26,0,Medium,0.47
451,3,Country_41,Swahili,Primary,Construction,11,3,0.91,1,High,0.79
452,7,Country_68,Arabic,Master,Retail,19,4,0.02,1,High,0.64
453,4,Country_36,French,Bachelor,Logistics,19,3,0.16,1,Low,0.92
454,8,Country_11,English,Primary,Carpentry,9,1,0.57,0,High,0.54
455,8,Country_62,English,Primary,Plumbing,21,3,0.12,0,Low,0.11
456,2,Country_6,English,Bachelor,Logistics,19,5,0.38,1,Low,0.99
457,4,Country_59,Spanish,Secondary,Engineering,7,4,0.62,0,Medium,0.08
458,4,Country_78,Arabic,Primary,Retail,3,4,0.82,1,Low,0.25
459,7,Country_94,Spanish,Master,Healthcare,4,1,0.33,1,Medium,0.6
460,4,Country_2,Urdu,Primary,Retail,2,4,0.2,0,Medium,0.41
461,3,Country_15,Swahili,Secondary,Construction,23,1,0.3,1,Low,0.96
462,7,Country_11,Swahili,Bachelor,Agriculture,4,1,0.58,0,Low,0.64
463,6,Country_103,Arabic,Primary,Agriculture,10,4,0.14,1,Low,0.4
464,1,Country_68,English,Primary,Engineering,1,2,0.83,0,High,0.89
465,4,Country_112,English,None,IT,1,2,0.86,0,Medium,0.82
466,5,Country_21,Arabic,None,Carpentry,8,1,0.59,1,Medium,0.44
467,3,Country_94,English,Bachelor,Agriculture,11,4,0.98,0,Low,0.01
468,7,Country_77,Swahili,Master,Retail,6,4,0.39,0,High,0.46
469,3,Country_105,Arabic,Bachelor,Agriculture,5,1,0.12,1,Medium,0.11
470,5,Country_31,Arabic,Primary,Agriculture,12,4,0.98,0,Low,0.13
471,4,Country_55,Dari,Secondary,Carpentry,4,4,0.54,0,High,0.55
472,2,Country_66,Arabic,Bachelor,Teaching,1,1,0.32,0,High,0.13
473,2,Country_104,Arabic,Bachelor,Engineering,1,1,0.38,0,High,0.36
474,8,Country_61,Dari,None,Construction,10,4,0.5,0,High,0.29
475,6,Country_110,Spanish,Secondary,Logistics,22,4,0.66,0,Low,0.74
476,3,Country_107,Spanish,Primary,Teaching,13,1,0.65,1,Medium,0.01
477,8,Country_81,Dari,Master,Logistics,23,2,0.8,1,Low,0.83
478,1,Country_7,Urdu,Primary,Construction,18,2,0.85,1,Medium,0.63
479,7,Country_16,Arabic,Secondary,Construction,0,3,0.54,0,Low,0.16
480,2,Country_42,Arabic,Secondary,Agriculture,11,5,0.11,1,High,0.74
481,7,Country_106,Swahili,Bachelor,Construction,14,1,0.86,0,High,0.8
482,7,Country_29,French,Secondary,Teaching,11,3,0.31,1,Medium,0.94
483,1,Country_59,Urdu,None,IT,16,1,0.17,0,High,0.94
484,7,Country_76,Arabic,Secondary,Plumbing,10,1,0.14,0,High,0.44
485,4,Country_84,Urdu,None,Construction,5,5,0.41,0,High,0.58
486,1,Country_112,French,Secondary,Plumbing,25,4,0.15,0,Low,0.95
487,6,Country_75,French,Master,Retail,2,2,0.96,1,Medium,0.52
488,5,Country_25,Dari,None,Logistics,9,2,0.43,0,High,0.17
489,3,Country_110,Arabic,None,Construction,12,2,0.2,1,High,0.4
490,2,Country_92,Spanish,None,Construction,3,5,0.09,0,High,0.41
491,7,Country_82,Dari,Master,Agriculture,11,3,0.67,1,Low,0.23
492,2,Country_10,English,Primary,Retail,13,5,0.01,1,Medium,0.05
493,1,Country_67,English,Master,Plumbing,20,1,0.24,0,Medium,0.69
494,1,Country_42,Dari,None,Carpentry,19,5,0.86,1,High,0.2
495,7,Country_24,Arabic,Secondary,Retail,18,2,0.26,0,Low,0.11
496,8,Country_65,Arabic,Master,Agriculture,15,3,0.14,0,High,0.33
497,5,Country_16,Urdu,Master,IT,8,3,0.59,0,High,0.67
498,5,Country_93,Spanish,Bachelor,Carpentry,10,3,0.26,0,High,0.49
499,5,Country_68,Spanish,Bachelor,Healthcare,18,1,0.64,1,Medium,0.24
500,1,Country_104,English,Primary,Carpentry,12,4,0.53,0,Low,0.81
501,6,Country_111,French,Master,Teaching,4,1,0.82,0,High,0.24
502,2,Country_43,Urdu,Master,IT,22,5,0.85,0,Low,0.67
503,8,Country_117,Urdu,None,Construction,22,5,0.35,0,Medium,0.86
504,5,Country_33,Urdu,None,Engineering,24,1,0.15,0,Medium,0.79
505,6,Country_38,English,Secondary,Carpentry,21,4,0.85,0,Low,0.38
506,8,Country_25,English,None,Carpentry,21,2,0.68,0,Medium,0.96
507,4,Country_46,Dari,Master,Retail,3,3,0.55,1,High,0.28
508,3,Country_106,French,None,IT,0,5,0.23,0,Medium,0.36
509,5,Country_66,Swahili,Bachelor,IT,5,1,0.3,0,High,0.73
510,3,Country_120,Urdu,None,Healthcare,20,5,0.65,0,Medium,0.12
511,7,Country_28,French,Primary,Agriculture,23,3,0.61,1,Medium,0.84
512,3,Country_26,English,None,Retail,13,5,0.26,0,Medium,0.27
513,2,Country_91,Swahili,Secondary,Healthcare,11,5,0.6,0,Low,0.85
514,3,Country_55,English,Bachelor,IT,20,3,0.9,0,Medium,0.07
515,8,Country_56,Dari,Master,Engineering,21,5,0.21,1,Low,0.16
516,8,Country_109,Spanish,Master,Teaching,14,1,0.04,0,Medium,0.88
517,4,Country_43,Spanish,Master,Agriculture,7,2,0.43,1,High,0.12
518,7,Country_29,Urdu,Secondary,Construction,21,4,0.88,1,Low,0.51
519,6,Country_69,Dari,Bachelor,Plumbing,16,3,0.25,0,Medium,0.3
520,2,Country_96,Swahili,Master,Plumbing,23,4,0.37,1,Low,0.18
521,5,Country_99,Spanish,Primary,Retail,17,3,0.24,0,Low,0.91
522,5,Country_79,Swahili,Secondary,Teaching,1,4,0.16,1,High,0.64
523,1,Country_119,Swahili,Primary,Teaching,7,2,0.7,0,Low,0.03
524,6,Country_1,Swahili,Master,Engineering,18,1,0.69,1,High,0.23
525,6,Country_91,Dari,Primary,Plumbing,13,4,0.69,1,High,0.5
526,1,Country_89,Urdu,Master,Healthcare,18,1,0.18,0,High,0.82
527,3,Country_97,English,Master,IT,4,1,0.21,1,Medium,0.56
528,6,Country_24,Spanish,Bachelor,Carpentry,24,1,0.75,0,High,0.16
529,5,Country_6,French,Bachelor,Agriculture,15,3,0.69,0,Low,0.32
530,5,Country_22,French,Bachelor,Logistics,23,4,0.11,1,Medium,0.02
531,7,Country_18,French,Master,Agriculture,9,2,0.07,0,Medium,0.07
532,7,Country_67,Dari,Bachelor,Plumbing,9,5,0.56,0,Medium,0.53
533,8,Country_105,Urdu,Bachelor,Healthcare,21,4,0.14,0,Low,0.97
534,7,Country_45,Swahili,Bachelor,Agriculture,7,3,0.08,0,Medium,0.75
535,2,Country_107,Dari,None,Teaching,25,3,0.9,1,Low,0.55
536,5,Country_19,English,Bachelor,Healthcare,15,2,0.46,0,Medium,0.12
537,4,Country_59,Arabic,Primary,Agriculture,4,3,0.7,1,High,0.46
538,2,Country_50,Urdu,Master,Retail,5,3,0.14,1,Medium,0.52
539,6,Country_107,Dari,None,Engineering,0,3,0.78,0,Medium,0.75
540,2,Country_50,English,Master,Healthcare,22,5,0.82,0,High,0.11
541,5,Country_8,Spanish,None,Agriculture,19,5,0.72,0,Medium,0.35
542,2,Country_53,Urdu,None,Carpentry,1,3,0.55,1,Low,0.12
543,3,Country_93,Arabic,Master,Retail,8,3,0.97,1,Medium,0.67
544,8,Country_117,Spanish,Bachelor,Construction,10,2,0.83,1,Low,0.56
545,5,Country_77,French,Primary,Carpentry,11,2,0.41,1,High,0.13
546,1,Country_116,Dari,Master,Agriculture,1,5,0.57,1,High,0.56
547,7,Country_28,Urdu,None,Plumbing,5,1,0.78,1,High,0.11
548,7,Country_3,Spanish,Master,Healthcare,12,1,0.36,1,Low,0.74
549,1,Country_47,English,None,IT,1,1,0.58,1,Medium,0.75
550,1,Country_23,Swahili,Secondary,Agriculture,21,2,0.03,1,Medium,0.65
551,7,Country_14,Swahili,None,Retail,8,5,0.32,1,Medium,0.15
552,3,Country_117,French,Secondary,Retail,22,5,0.82,1,Medium,0.87
553,4,Country_95,Urdu,None,Engineering,12,3,0.91,0,High,0.85
554,4,Country_19,English,Secondary,Engineering,9,3,0.26,1,Medium,1.0
555,7,Country_16,Dari,Primary,Carpentry,12,1,0.45,1,Medium,0.46
556,4,Country_61,French,None,Logistics,8,1,0.52,1,Medium,0.33
557,4,Country_20,Dari,Secondary,Logistics,1,1,0.36,0,High,0.26
558,8,Country_67,Spanish,Primary,Engineering,21,4,0.53,1,High,0.08
559,4,Country_21,Urdu,Primary,Agriculture,4,4,0.34,1,Low,0.05
560,5,Country_40,Swahili,Bachelor,Carpentry,14,5,0.52,1,Low,0.23
561,5,Country_51,Arabic,None,Healthcare,22,1,0.55,1,Low,0.09
562,4,Country_42,French,Bachelor,Engineering,7,4,1.0,1,Low,0.14
563,7,Country_110,Spanish,Primary,Logistics,8,3,0.13,0,High,0.83
564,7,Country_4,English,Bachelor,IT,2,1,0.37,0,Medium,0.73
565,8,Country_92,Urdu,Master,Plumbing,14,1,0.52,1,Low,0.33
566,1,Country_97,Spanish,None,Healthcare,1,1,0.3,1,Medium,0.2
567,2,Country_26,English,Primary,Plumbing,14,4,0.93,0,High,0.79
568,2,Country_22,Spanish,Bachelor,Teaching,16,1,0.28,1,Low,0.73
569,4,Country_49,Arabic,Bachelor,Logistics,19,4,0.19,0,Medium,0.96
570,5,Country_7,Urdu,Bachelor,Plumbing,10,2,0.06,1,Medium,0.24
571,8,Country_32,English,Bachelor,Engineering,16,4,0.01,1,Low,0.15
572,1,Country_62,Swahili,Bachelor,Construction,16,3,0.34,1,Medium,0.73
573,1,Country_102,Dari,Master,IT,4,3,0.06,0,High,0.79
574,6,Country_86,English,None,Plumbing,17,1,0.33,0,Low,0.68
575,6,Country_36,Urdu,Bachelor,Logistics,2,3,0.7,0,High,0.17
576,8,Country_11,Urdu,None,Logistics,24,3,0.14,1,High,0.4
577,8,Country_33,English,Secondary,Agriculture,12,1,0.77,0,Low,0.69
578,7,Country_22,English,Primary,Healthcare,4,2,0.47,1,High,0.28
579,6,Country_101,Swahili,Bachelor,Retail,14,5,0.99,0,Medium,0.77
580,8,Country_70,English,None,Carpentry,6,1,0.18,0,Medium,0.05
581,2,Country_71,English,Primary,IT,6,1,0.24,0,Medium,0.85
582,7,Country_101,English,Primary,Teaching,5,2,0.47,1,Low,0.62
583,7,Country_51,Urdu,Secondary,Engineering,9,1,0.3,0,High,0.55
584,1,Country_42,Spanish,Master,IT,23,5,0.3,0,Medium,0.7
585,2,Country_48,Urdu,Master,Plumbing,12,1,0.77,1,Low,0.25
586,8,Country_107,English,None,Carpentry,10,1,0.92,0,Low,0.05
587,1,Country_46,Swahili,Bachelor,Logistics,15,5,0.6,0,Low,0.69
588,6,Country_110,Dari,Primary,Plumbing,10,1,0.29,1,Low,0.94
589,2,Country_24,Swahili,Secondary,Healthcare,20,4,0.63,1,Medium,0.3
590,1,Country_76,Spanish,Master,Logistics,21,2,0.02,1,High,0.37
591,2,Country_43,Arabic,None,Carpentry,1,5,0.14,0,Medium,0.26
592,7,Country_115,Arabic,Master,Retail,19,3,0.03,1,Low,0.24
593,8,Country_106,Swahili,Primary,Agriculture,8,1,0.48,0,Medium,0.41
594,2,Country_102,Spanish,Master,Healthcare,14,2,0.12,1,High,0.4
595,3,Country_91,Arabic,Bachelor,Teaching,22,5,0.25,1,Medium,0.56
596,7,Country_50,Urdu,None,Engineering,19,5,0.82,1,Medium,0.51
597,6,Country_107,French,Secondary,Retail,8,5,0.26,0,Low,0.42
598,8,Country_32,Dari,Secondary,Plumbing,19,4,0.93,1,Low,0.98
599,6,Country_89,Arabic,Secondary,Retail,10,3,0.76,1,Medium,0.29
600,5,Country_50,Spanish,Secondary,Healthcare,16,4,0.51,0,Low,0.23
601,6,Country_91,French,Secondary,Plumbing,22,2,0.46,0,High,0.69
602,5,Country_14,Urdu,Secondary,Agriculture,23,1,0.05,0,Medium,1.0
603,2,Country_83,English,Secondary,Plumbing,25,4,0.4,1,Medium,0.19
604,3,Country_76,English,Secondary,Retail,11,5,0.72,1,Medium,0.02
605,3,Country_102,Arabic,None,Construction,11,3,0.21,0,High,0.42
606,1,Country_98,French,Bachelor,Retail,11,5,0.63,0,Medium,0.57
607,6,Country_113,Arabic,Bachelor,Retail,4,3,0.74,1,Low,0.89
608,4,Country_43,English,Master,Healthcare,23,5,0.22,1,Medium,0.21
609,5,Country_118,English,Bachelor,Logistics,25,4,0.72,1,Medium,0.75
610,5,Country_84,English,Primary,IT,18,3,0.1,0,Medium,0.6
611,2,Country_77,Urdu,Master,Retail,21,3,0.09,0,Low,0.72
612,8,Country_59,Spanish,Master,Retail,17,5,0.73,0,Low,0.31
613,2,Country_10,Spanish,Primary,Retail,17,1,0.61,1,Medium,0.75
614,6,Country_71,Spanish,Secondary,Healthcare,1,4,0.96,0,Medium,0.68
615,8,Country_110,Dari,Primary,Healthcare,7,2,0.31,0,Medium,0.87
616,5,Country_91,Swahili,Secondary,Plumbing,16,1,0.24,0,Low,0.32
617,5,Country_11,French,Primary,IT,12,4,0.93,1,High,0.43
618,3,Country_75,Spanish,Primary,Teaching,15,3,0.63,1,Low,0.63
619,4,Country_91,Swahili,Primary,Teaching,4,5,0.46,0,Medium,0.95
620,4,Country_60,Spanish,Bachelor,Retail,18,3,0.86,0,Medium,0.48
621,4,Country_34,Dari,Master,Carpentry,17,1,0.35,1,Low,0.05
622,8,Country_78,Spanish,Secondary,Retail,12,4,0.18,1,High,0.42
623,6,Country_73,Arabic,Master,Agriculture,19,2,0.22,1,High,0.38
624,1,Country_8,Urdu,Bachelor,Healthcare,8,5,0.09,1,Medium,0.32
625,8,Country_4,Urdu,Master,IT,5,1,0.84,1,High,0.31
626,4,Country_74,Spanish,Bachelor,Retail,5,1,0.28,0,High,0.63
627,3,Country_1,Urdu,Bachelor,Plumbing,16,4,0.57,0,Low,0.89
628,4,Country_56,Spanish,Secondary,IT,4,2,0.8,0,Low,0.61
629,3,Country_55,Dari,Master,Engineering,2,2,0.6,0,Medium,0.78
630,6,Country_104,Spanish,None,Retail,8,2,0.62,0,Low,0.66
631,5,Country_5,English,Master,Plumbing,1,2,0.73,1,Medium,0.24
632,7,Country_43,Dari,Primary,Carpentry,16,4,0.76,1,Low,0.62
633,7,Country_25,Arabic,Primary,Construction,22,2,0.92,0,Low,0.35
634,1,Country_117,Arabic,Secondary,Logistics,10,4,0.2,1,Low,0.59
635,6,Country_103,Spanish,Master,Construction,14,5,0.11,0,Low,0.69
636,4,Country_7,Spanish,None,Teaching,25,5,0.97,1,High,0.18
637,6,Country_110,English,None,Agriculture,17,5,0.32,1,High,0.44
638,4,Country_97,Dari,Secondary,Healthcare,12,2,0.56,0,Medium,0.53
639,1,Country_112,Dari,Primary,Plumbing,5,3,0.41,1,Medium,1.0
640,4,Country_87,English,Master,Carpentry,23,2,0.87,0,Low,0.18
641,8,Country_111,English,None,Teaching,22,2,0.25,0,High,0.66
642,5,Country_81,English,None,Retail,22,2,0.78,1,High,0.01
643,3,Country_86,Dari,Bachelor,IT,21,3,0.24,0,Medium,0.79
644,1,Country_20,French,Secondary,Retail,5,5,0.67,0,High,0.14
645,7,Country_19,Swahili,Primary,Retail,2,4,0.52,0,High,0.42
646,5,Country_36,English,None,Engineering,4,2,0.45,0,Medium,0.82
647,4,Country_103,Spanish,Bachelor,Construction,19,2,0.24,0,Low,0.21
648,8,Country_76,Dari,Bachelor,Logistics,5,2,0.97,1,High,0.88
649,6,Country_119,Arabic,Secondary,Carpentry,20,3,0.56,0,Medium,0.62
650,5,Country_118,Dari,Master,Logistics,13,1,0.31,1,Low,0.66
651,2,Country_104,English,Master,Construction,10,4,0.57,0,Low,0.91
652,7,Country_40,Arabic,Bachelor,Plumbing,7,2,0.69,1,Medium,0.66
653,5,Country_117,Spanish,Master,Construction,24,2,0.61,0,Low,0.41
654,1,Country_18,Urdu,Secondary,Teaching,3,3,0.29,1,Low,0.67
655,1,Country_23,English,None,Agriculture,9,5,0.37,1,High,0.15
656,8,Country_43,English,Secondary,Teaching,24,3,0.51,1,High,0.96
657,4,Country_76,Dari,None,Agriculture,16,1,0.32,1,High,0.18
658,7,Country_37,Arabic,None,Logistics,2,3,0.85,0,Low,0.05
659,8,Country_101,Arabic,Primary,Construction,24,1,0.36,1,High,0.02
660,4,Country_62,Urdu,None,Agriculture,20,2,0.79,0,Medium,0.03
661,6,Country_97,Swahili,Primary,Engineering,14,2,0.85,0,Low,0.68
662,3,Country_96,Arabic,Bachelor,Logistics,15,2,0.24,1,Low,0.51
663,3,Country_119,Dari,Secondary,Agriculture,16,1,0.98,0,Medium,0.24
664,6,Country_50,French,None,Retail,21,2,0.35,0,Low,0.16
665,1,Country_98,Arabic,Secondary,Agriculture,4,3,0.7,0,High,0.8
666,1,Country_108,Dari,Bachelor,Plumbing,20,1,0.57,0,Medium,0.66
667,6,Country_73,Urdu,Primary,Logistics,0,4,0.86,1,Medium,0.34
668,7,Country_16,Swahili,Bachelor,Engineering,11,5,0.3,1,Medium,0.14
669,5,Country_84,English,Primary,Logistics,23,1,0.23,0,Low,0.73
670,3,Country_48,Arabic,None,Healthcare,4,3,0.35,1,Low,0.21
671,4,Country_78,French,Secondary,Healthcare,23,2,0.06,1,High,0.9
672,2,Country_71,Dari,Bachelor,Logistics,15,5,0.79,1,Low,0.75
673,5,Country_60,French,Secondary,Plumbing,13,1,0.48,1,Medium,0.08
674,5,Country_28,Urdu,Secondary,Plumbing,2,2,0.86,1,Medium,0.84
675,4,Country_61,Spanish,Secondary,Retail,24,3,0.68,0,Medium,0.67
676,1,Country_92,English,None,Retail,16,4,0.01,0,Low,0.59
677,7,Country_78,French,Bachelor,Teaching,10,1,0.97,1,Medium,0.99
678,8,Country_89,French,Secondary,Logistics,24,5,0.25,1,Low,0.21
679,7,Country_86,French,Master,Teaching,19,5,0.57,1,Low,0.84
680,7,Country_98,French,None,Plumbing,15,4,0.38,0,High,0.01
681,8,Country_31,Dari,Master,Teaching,12,1,0.43,1,High,0.29
682,4,Country_42,Dari,Primary,Healthcare,6,3,0.41,0,Medium,0.97
683,1,Country_76,Spanish,Primary,Retail,19,1,0.78,1,High,0.23
684,6,Country_81,Spanish,None,Engineering,20,5,0.21,1,Low,0.56
685,8,Country_81,Arabic,Bachelor,IT,12,1,0.43,1,Medium,0.8
686,8,Country_109,Arabic,Primary,Teaching,21,5,0.9,0,Medium,0.07
687,3,Country_66,Urdu,Bachelor,Logistics,20,3,0.28,1,Medium,0.44
688,3,Country_26,Swahili,Secondary,Agriculture,7,2,0.02,1,Medium,0.13
689,4,Country_17,Spanish,Bachelor,IT,18,2,0.02,1,Medium,0.14
690,2,Country_43,Dari,Bachelor,Healthcare,15,4,0.58,1,Low,0.98
691,3,Country_83,Arabic,Bachelor,Engineering,5,3,0.06,0,High,0.4
692,1,Country_26,French,Primary,Carpentry,19,2,0.29,0,Medium,0.28
693,6,Country_15,English,Secondary,Teaching,4,1,0.8,1,High,0.23
694,6,Country_11,Urdu,Primary,Teaching,2,3,0.15,1,Low,0.41
695,1,Country_36,Dari,Primary,IT,19,5,0.43,1,High,0.34
696,1,Country_27,French,None,Plumbing,23,3,0.97,1,Medium,0.1
697,1,Country_54,French,None,Retail,17,4,0.41,1,Low,0.47
698,7,Country_49,Arabic,Secondary,Teaching,21,2,0.04,0,High,0.72
699,8,Country_56,Urdu,Bachelor,Retail,8,4,0.41,0,Medium,0.15
700,8,Country_49,English,None,Teaching,11,2,0.89,1,High,0.19
701,5,Country_100,Spanish,Master,Retail,25,2,0.08,0,Medium,0.12
702,4,Country_62,Urdu,None,Teaching,18,1,0.17,1,Medium,0.83
703,7,Country_101,Spanish,Primary,Logistics,3,3,0.13,1,Medium,0.28
704,8,Country_54,Urdu,Secondary,Agriculture,2,1,0.73,0,Medium,0.93
705,2,Country_46,English,Secondary,Plumbing,14,5,0.49,0,Medium,0.52
706,5,Country_98,Arabic,Master,Healthcare,2,4,0.87,1,Medium,0.8
